Attendee,Join Time,Leave Time,Join Time Number,Leave Time Number
Ibrahim Norton,11/8/2021 13:39,11/8/2021 18:48,1944308340,1944326880
Terrell Kramer,11/8/2021 16:43,11/8/2021 17:36,1944319380,1944322560
Kane Hatfield,11/8/2021 16:43,11/8/2021 18:00,1944319380,1944324000
Kane Hatfield,11/8/2021 18:15,11/8/2021 18:46,1944324900,1944326760
Lawrence Barr,11/8/2021 13:39,11/8/2021 15:46,1944308340,1944315960
Norah Reed,11/8/2021 14:02,11/8/2021 18:48,1944309720,1944326880
Benjamin Dalton,11/8/2021 14:26,11/8/2021 14:30,1944311160,1944311400
Alice Duarte,11/8/2021 14:00,11/8/2021 18:44,1944309600,1944326640
Cooper Osborne,11/8/2021 15:29,11/8/2021 15:30,1944314940,1944315000
Cooper Osborne,11/8/2021 16:43,11/8/2021 17:07,1944319380,1944320820
Braiden Nelson,11/8/2021 15:49,11/8/2021 18:50,1944316140,1944327000
German Higgins,11/8/2021 13:54,11/8/2021 18:45,1944309240,1944326700
Deangelo Cooke,11/8/2021 17:55,11/8/2021 18:46,1944323700,1944326760
Ava Preston,11/8/2021 13:56,11/8/2021 13:56,1944309360,1944309360
Ava Preston,11/8/2021 13:57,11/8/2021 18:45,1944309420,1944326700
Hayden Hull,11/8/2021 14:00,11/8/2021 14:01,1944309600,1944309660
Hayden Hull,11/8/2021 14:01,11/8/2021 18:45,1944309660,1944326700
Julia Winters,11/8/2021 13:40,11/8/2021 16:47,1944308400,1944319620
Julia Winters,11/8/2021 13:53,11/8/2021 16:42,1944309180,1944319320
Julia Winters,11/8/2021 16:44,11/8/2021 18:45,1944319440,1944326700
Trent Tate,11/8/2021 13:53,11/8/2021 13:56,1944309180,1944309360
Trent Tate,11/8/2021 13:57,11/8/2021 17:28,1944309420,1944322080
Kristopher Horn,11/8/2021 13:44,11/8/2021 14:58,1944308640,1944313080
Matthias Prince,11/8/2021 13:43,11/8/2021 18:46,1944308580,1944326760
Samson Brock,11/8/2021 13:57,11/8/2021 15:29,1944309420,1944314940
Samson Brock,11/8/2021 15:33,11/8/2021 18:48,1944315180,1944326880
Samson Brock,11/8/2021 16:04,11/8/2021 16:07,1944317040,1944317220
Maggie Franco,11/8/2021 13:53,11/8/2021 15:25,1944309180,1944314700
Enzo Kidd,11/8/2021 13:55,11/8/2021 18:46,1944309300,1944326760
Aaliyah Price,11/8/2021 14:13,11/8/2021 14:13,1944310380,1944310380
Aaliyah Price,11/8/2021 14:14,11/8/2021 14:15,1944310440,1944310500
Parker Mendez,11/8/2021 13:45,11/8/2021 17:06,1944308700,1944320760
Parker Mendez,11/8/2021 17:07,11/8/2021 18:45,1944320820,1944326700
Zoe Bright,11/8/2021 14:26,11/8/2021 15:33,1944311160,1944315180
Jaliyah Andrade,11/8/2021 13:57,11/8/2021 16:46,1944309420,1944319560
Jaliyah Andrade,11/8/2021 16:46,11/8/2021 17:04,1944319560,1944320640
Jaliyah Andrade,11/8/2021 17:04,11/8/2021 17:10,1944320640,1944321000
Jaliyah Andrade,11/8/2021 17:10,11/8/2021 17:10,1944321000,1944321000
Jaliyah Andrade,11/8/2021 17:10,11/8/2021 17:21,1944321000,1944321660
Jaliyah Andrade,11/8/2021 17:21,11/8/2021 17:21,1944321660,1944321660
Jaliyah Andrade,11/8/2021 17:21,11/8/2021 17:54,1944321660,1944323640
Jaliyah Andrade,11/8/2021 17:54,11/8/2021 17:54,1944323640,1944323640
Jaliyah Andrade,11/8/2021 17:54,11/8/2021 18:47,1944323640,1944326820
Jaliyah Andrade,11/8/2021 17:04,11/8/2021 17:04,1944320640,1944320640
Odin Gallagher,11/8/2021 16:04,11/8/2021 16:36,1944317040,1944318960
Odin Gallagher,11/8/2021 14:01,11/8/2021 15:17,1944309660,1944314220
Camila Blevins,11/8/2021 13:55,11/8/2021 18:45,1944309300,1944326700
Stanley Moreno,11/8/2021 13:58,11/8/2021 15:20,1944309480,1944314400
Stanley Moreno,11/8/2021 17:44,11/8/2021 18:45,1944323040,1944326700
Amani Spencer,11/8/2021 13:55,11/8/2021 18:47,1944309300,1944326820
Laney Hammond,11/8/2021 14:08,11/8/2021 18:46,1944310080,1944326760
Katherine Guzman,11/8/2021 18:28,11/8/2021 18:45,1944325680,1944326700
Katherine Guzman,11/8/2021 18:22,11/8/2021 18:28,1944325320,1944325680
Katherine Guzman,11/8/2021 14:00,11/8/2021 18:14,1944309600,1944324840
Meadow Henderson,11/8/2021 16:23,11/8/2021 17:59,1944318180,1944323940
Dahlia Liu,11/8/2021 16:16,11/8/2021 16:18,1944317760,1944317880
Noelle Sosa,11/8/2021 13:49,11/8/2021 13:58,1944308940,1944309480
Ashly Ellison,11/8/2021 14:08,11/8/2021 17:36,1944310080,1944322560
Pierce Russell,11/8/2021 13:56,11/8/2021 17:18,1944309360,1944321480
Corinne Cherry,11/8/2021 13:55,11/8/2021 18:47,1944309300,1944326820
Damion Key,11/8/2021 13:55,11/8/2021 15:01,1944309300,1944313260
Elyse Riddle,11/8/2021 18:20,11/8/2021 18:45,1944325200,1944326700
Cole Carey,11/8/2021 13:47,11/8/2021 18:45,1944308820,1944326700
Aniya Ramsey,11/8/2021 14:20,11/8/2021 16:10,1944310800,1944317400
Marissa Vargas,11/8/2021 18:24,11/8/2021 18:44,1944325440,1944326640
Marissa Vargas,11/8/2021 18:45,11/8/2021 18:53,1944326700,1944327180
Marissa Vargas,11/8/2021 13:45,11/8/2021 13:56,1944308700,1944309360
Marissa Vargas,11/8/2021 18:02,11/8/2021 18:06,1944324120,1944324360
Marissa Vargas,11/8/2021 18:06,11/8/2021 18:11,1944324360,1944324660
Marissa Vargas,11/8/2021 18:11,11/8/2021 18:12,1944324660,1944324720
Marissa Vargas,11/8/2021 18:12,11/8/2021 18:24,1944324720,1944325440
Marissa Vargas,11/8/2021 15:54,11/8/2021 18:01,1944316440,1944324060
Laney Barrett,11/8/2021 15:21,11/8/2021 16:02,1944314460,1944316920
Zaria Matthews,11/8/2021 16:12,11/8/2021 16:25,1944317520,1944318300
Jazmin Gentry,11/8/2021 14:11,11/8/2021 14:29,1944310260,1944311340
Jazmin Gentry,11/8/2021 14:56,11/8/2021 16:16,1944312960,1944317760
Jazmin Gentry,11/8/2021 16:15,11/8/2021 17:21,1944317700,1944321660
Carly Faulkner,11/8/2021 14:00,11/8/2021 14:48,1944309600,1944312480
Yoselin Marshall,11/8/2021 17:21,11/8/2021 18:45,1944321660,1944326700
Kaleb Salinas,11/8/2021 14:07,11/8/2021 15:58,1944310020,1944316680
Makayla Yang,11/8/2021 18:25,11/8/2021 18:45,1944325500,1944326700
Makayla Yang,11/8/2021 14:00,11/8/2021 18:44,1944309600,1944326640
Trystan Rios,11/8/2021 13:48,11/8/2021 18:45,1944308880,1944326700
Adeline Suarez,11/8/2021 14:01,11/8/2021 14:18,1944309660,1944310680
Kara Yu,11/8/2021 13:56,11/8/2021 14:25,1944309360,1944311100
Kara Yu,11/8/2021 15:09,11/8/2021 17:31,1944313740,1944322260
Tristen Rocha,11/8/2021 13:51,11/8/2021 15:00,1944309060,1944313200
Tristen Rocha,11/8/2021 16:56,11/8/2021 18:45,1944320160,1944326700
Walker Salazar,11/8/2021 13:57,11/8/2021 16:53,1944309420,1944319980
Walker Salazar,11/8/2021 18:11,11/8/2021 18:45,1944324660,1944326700
Alaina Miller,11/8/2021 18:05,11/8/2021 18:53,1944324300,1944327180
Alaina Miller,11/8/2021 15:11,11/8/2021 18:05,1944313860,1944324300
Regina Christian,11/8/2021 16:45,11/8/2021 17:29,1944319500,1944322140
Regina Christian,11/8/2021 14:10,11/8/2021 16:26,1944310200,1944318360
Audrey Mcmillan,11/8/2021 13:45,11/8/2021 15:16,1944308700,1944314160
Audrey Mcmillan,11/8/2021 15:46,11/8/2021 18:45,1944315960,1944326700
Rayne Ramos,11/8/2021 17:32,11/8/2021 18:36,1944322320,1944326160
Rayne Ramos,11/8/2021 15:13,11/8/2021 16:51,1944313980,1944319860
Nathen Buck,11/8/2021 15:49,11/8/2021 18:50,1944316140,1944327000
Garrett Gibson,11/8/2021 13:43,11/8/2021 18:41,1944308580,1944326460
Aisha English,11/8/2021 13:52,11/8/2021 18:45,1944309120,1944326700
Sidney Alvarez,11/8/2021 13:55,11/8/2021 15:42,1944309300,1944315720
Jennifer English,11/8/2021 13:54,11/8/2021 15:48,1944309240,1944316080
Jennifer English,11/8/2021 15:48,11/8/2021 18:47,1944316080,1944326820
Aubree Elliott,11/8/2021 14:51,11/8/2021 18:46,1944312660,1944326760
Selah Moreno,11/8/2021 13:59,11/8/2021 17:40,1944309540,1944322800
Teresa Leach,11/8/2021 13:51,11/8/2021 18:49,1944309060,1944326940
Alannah Wright,11/8/2021 13:56,11/8/2021 18:47,1944309360,1944326820
Gretchen Mueller,11/8/2021 15:11,11/8/2021 16:20,1944313860,1944318000
Tristin Spears,11/8/2021 17:52,11/8/2021 18:47,1944323520,1944326820
Kane Mack,11/8/2021 13:54,11/8/2021 18:45,1944309240,1944326700
Taniya Frey,11/8/2021 13:56,11/8/2021 18:46,1944309360,1944326760
Eileen Krause,11/8/2021 14:52,11/8/2021 18:53,1944312720,1944327180
Damaris Barron,11/8/2021 13:39,11/8/2021 17:37,1944308340,1944322620
Josephine Williamson,11/8/2021 14:00,11/8/2021 18:50,1944309600,1944327000
Branson Rivas,11/8/2021 13:41,11/8/2021 17:35,1944308460,1944322500
Branson Rivas,11/8/2021 17:44,11/8/2021 17:45,1944323040,1944323100
Branson Rivas,11/8/2021 17:46,11/8/2021 18:45,1944323160,1944326700
Zander Lewis,11/8/2021 14:08,11/8/2021 18:46,1944310080,1944326760
Bernard Coleman,11/8/2021 13:59,11/8/2021 18:45,1944309540,1944326700
Bernard Coleman,11/8/2021 14:03,11/8/2021 18:53,1944309780,1944327180
Abbigail Harding,11/8/2021 13:59,11/8/2021 18:45,1944309540,1944326700
Keyla Daugherty,11/8/2021 14:03,11/8/2021 14:05,1944309780,1944309900
Keyla Daugherty,11/8/2021 14:05,11/8/2021 14:50,1944309900,1944312600
Kayden Hancock,11/8/2021 13:39,11/8/2021 18:47,1944308340,1944326820
Kaiya Cordova,11/8/2021 14:00,11/8/2021 17:25,1944309600,1944321900
Jamarcus Hart,11/8/2021 13:57,11/8/2021 18:53,1944309420,1944327180
Nicolas Maddox,11/8/2021 14:02,11/8/2021 18:53,1944309720,1944327180
Hadassah Lowery,11/8/2021 13:39,11/8/2021 16:10,1944308340,1944317400
Adalyn Gonzalez,11/8/2021 13:55,11/8/2021 18:48,1944309300,1944326880
Marisol Rasmussen,11/8/2021 13:40,11/8/2021 18:49,1944308400,1944326940
Rishi Norris,11/8/2021 13:59,11/8/2021 18:46,1944309540,1944326760
Rishi Norris,11/8/2021 17:06,11/8/2021 17:35,1944320760,1944322500
Rishi Norris,11/8/2021 17:36,11/8/2021 17:54,1944322560,1944323640
Rishi Norris,11/8/2021 17:55,11/8/2021 18:17,1944323700,1944325020
Tamia Morgan,11/8/2021 16:28,11/8/2021 16:58,1944318480,1944320280
Jaylee Estes,11/8/2021 13:40,11/8/2021 18:45,1944308400,1944326700
Jaylee Estes,11/8/2021 15:05,11/8/2021 15:22,1944313500,1944314520
Jaylee Estes,11/8/2021 16:37,11/8/2021 16:47,1944319020,1944319620
Jaylee Estes,11/8/2021 16:14,11/8/2021 16:18,1944317640,1944317880
Jaylee Estes,11/8/2021 16:25,11/8/2021 16:29,1944318300,1944318540
Jaylee Estes,11/8/2021 16:57,11/8/2021 17:01,1944320220,1944320460
Jaylee Estes,11/8/2021 17:04,11/8/2021 17:05,1944320640,1944320700
Delaney Horne,11/8/2021 13:45,11/8/2021 18:45,1944308700,1944326700
Jayla Schmidt,11/8/2021 13:42,11/8/2021 17:41,1944308520,1944322860
Felipe Ross,11/8/2021 13:39,11/8/2021 13:40,1944308340,1944308400
London Savage,11/8/2021 16:31,11/8/2021 18:45,1944318660,1944326700
London Savage,11/8/2021 14:15,11/8/2021 14:55,1944310500,1944312900
London Savage,11/8/2021 14:58,11/8/2021 15:17,1944313080,1944314220
Tianna Rhodes,11/8/2021 13:41,11/8/2021 16:38,1944308460,1944319080
Keagan Payne,11/8/2021 13:59,11/8/2021 16:36,1944309540,1944318960
Evangeline Chen,11/8/2021 13:39,11/8/2021 15:42,1944308340,1944315720
Evangeline Chen,11/8/2021 15:34,11/8/2021 15:35,1944315240,1944315300
Evangeline Chen,11/8/2021 15:42,11/8/2021 18:53,1944315720,1944327180
Bethany Brennan,11/8/2021 13:57,11/8/2021 17:53,1944309420,1944323580
Blaze Ewing,11/8/2021 17:40,11/8/2021 17:43,1944322800,1944322980
Aedan Fischer,11/8/2021 13:56,11/8/2021 17:56,1944309360,1944323760
Aedan Fischer,11/8/2021 18:04,11/8/2021 18:53,1944324240,1944327180
Gunner Wilkins,11/8/2021 13:58,11/8/2021 13:59,1944309480,1944309540
Gunner Wilkins,11/8/2021 15:35,11/8/2021 16:22,1944315300,1944318120
Gunner Wilkins,11/8/2021 16:32,11/8/2021 16:37,1944318720,1944319020
Gunner Wilkins,11/8/2021 16:56,11/8/2021 18:45,1944320160,1944326700
Sage Carrillo,11/8/2021 16:18,11/8/2021 18:47,1944317880,1944326820
Scarlett Merritt,11/8/2021 16:19,11/8/2021 17:36,1944317940,1944322560
Scarlett Merritt,11/8/2021 14:45,11/8/2021 16:36,1944312300,1944318960
Scarlett Merritt,11/8/2021 16:06,11/8/2021 16:21,1944317160,1944318060
Clare Hicks,11/8/2021 13:42,11/8/2021 18:45,1944308520,1944326700
Tristin Heath,11/8/2021 15:38,11/8/2021 18:53,1944315480,1944327180
Tristin Heath,11/8/2021 14:06,11/8/2021 14:14,1944309960,1944310440
Tristin Heath,11/8/2021 14:15,11/8/2021 14:28,1944310500,1944311280
Tristin Heath,11/8/2021 14:28,11/8/2021 14:58,1944311280,1944313080
Alexis Cruz,11/8/2021 13:58,11/8/2021 18:45,1944309480,1944326700
Simone Compton,11/8/2021 13:39,11/8/2021 16:36,1944308340,1944318960
Lailah Bradshaw,11/8/2021 17:01,11/8/2021 17:35,1944320460,1944322500
Gerardo Baldwin,11/8/2021 14:00,11/8/2021 18:46,1944309600,1944326760
Davin Preston,11/8/2021 14:53,11/8/2021 18:46,1944312780,1944326760
Atticus Rodriguez,11/8/2021 13:41,11/8/2021 18:53,1944308460,1944327180
Amani Hodge,11/8/2021 13:52,11/8/2021 18:45,1944309120,1944326700
Noelle Weber,11/8/2021 14:35,11/8/2021 15:22,1944311700,1944314520
Casey Gonzales,11/8/2021 13:51,11/8/2021 18:46,1944309060,1944326760
Cannon Krueger,11/8/2021 14:02,11/8/2021 15:00,1944309720,1944313200
Jasmin Zavala,11/8/2021 13:50,11/8/2021 16:36,1944309000,1944318960
Jasmin Zavala,11/8/2021 17:33,11/8/2021 18:46,1944322380,1944326760
Alannah Oliver,11/8/2021 14:01,11/8/2021 15:10,1944309660,1944313800
Alannah Oliver,11/8/2021 14:19,11/8/2021 14:20,1944310740,1944310800
Ashanti Landry,11/8/2021 17:33,11/8/2021 18:53,1944322380,1944327180
Ashanti Landry,11/8/2021 14:09,11/8/2021 14:10,1944310140,1944310200
Ashanti Landry,11/8/2021 14:10,11/8/2021 17:30,1944310200,1944322200
Alannah Downs,11/8/2021 16:03,11/8/2021 16:38,1944316980,1944319080
Alannah Downs,11/8/2021 14:00,11/8/2021 14:47,1944309600,1944312420
Alannah Downs,11/8/2021 14:47,11/8/2021 15:36,1944312420,1944315360
Gilbert Salas,11/8/2021 13:57,11/8/2021 18:46,1944309420,1944326760
Kylee Decker,11/8/2021 13:59,11/8/2021 14:02,1944309540,1944309720
Kylee Decker,11/8/2021 15:30,11/8/2021 16:26,1944315000,1944318360
Kylee Decker,11/8/2021 16:40,11/8/2021 17:36,1944319200,1944322560
Kylee Decker,11/8/2021 17:45,11/8/2021 18:45,1944323100,1944326700
Kylee Decker,11/8/2021 14:03,11/8/2021 15:04,1944309780,1944313440
Zion Oconnor,11/8/2021 13:45,11/8/2021 15:50,1944308700,1944316200
Zion Oconnor,11/8/2021 18:27,11/8/2021 18:32,1944325620,1944325920
Azul Hopkins,11/8/2021 13:45,11/8/2021 18:42,1944308700,1944326520
Erin Werner,11/8/2021 13:54,11/8/2021 13:55,1944309240,1944309300
Sonny Roth,11/8/2021 18:08,11/8/2021 18:44,1944324480,1944326640
Sonny Roth,11/8/2021 14:07,11/8/2021 17:23,1944310020,1944321780
Brennan Tyler,11/8/2021 13:39,11/8/2021 18:49,1944308340,1944326940
Madelyn Pugh,11/8/2021 14:00,11/8/2021 18:46,1944309600,1944326760
Raegan Wade,11/8/2021 13:57,11/8/2021 16:21,1944309420,1944318060
Douglas Cobb,11/8/2021 13:47,11/8/2021 17:39,1944308820,1944322740
Andrew Steele,11/8/2021 15:19,11/8/2021 16:25,1944314340,1944318300
Andrew Steele,11/8/2021 14:15,11/8/2021 15:18,1944310500,1944314280
Jaida Vasquez,11/8/2021 13:54,11/8/2021 16:37,1944309240,1944319020
Jadiel Duncan,11/8/2021 14:18,11/8/2021 16:37,1944310680,1944319020
Elliot Nielsen,11/8/2021 14:32,11/8/2021 18:53,1944311520,1944327180
Jaelynn Perry,11/8/2021 14:05,11/8/2021 14:08,1944309900,1944310080
Jaelynn Perry,11/8/2021 14:15,11/8/2021 15:17,1944310500,1944314220
Marcus Roth,11/8/2021 13:41,11/8/2021 15:19,1944308460,1944314340
Marcus Roth,11/8/2021 15:19,11/8/2021 17:20,1944314340,1944321600
Pierce Reid,11/9/2021 14:01,11/9/2021 19:04,1946988060,1947006240
Kadin Gentry,11/9/2021 13:45,11/9/2021 19:03,1946987100,1947006180
Caylee Rivas,11/9/2021 14:02,11/9/2021 15:01,1946988120,1946991660
Vivian Sparks,11/9/2021 14:01,11/9/2021 15:34,1946988060,1946993640
Lorenzo Werner,11/9/2021 13:56,11/9/2021 19:09,1946987760,1947006540
Callum Foley,11/9/2021 14:00,11/9/2021 16:07,1946988000,1946995620
Jolie Jensen,11/9/2021 13:57,11/9/2021 19:09,1946987820,1947006540
Finn Holt,11/9/2021 13:46,11/9/2021 16:09,1946987160,1946995740
Savion Swanson,11/9/2021 13:51,11/9/2021 19:03,1946987460,1947006180
Brogan Fleming,11/9/2021 15:42,11/9/2021 15:43,1946994120,1946994180
Korbin Blankenship,11/9/2021 14:26,11/9/2021 14:50,1946989560,1946991000
Korbin Blankenship,11/9/2021 14:50,11/9/2021 19:04,1946991000,1947006240
Marlon Buchanan,11/9/2021 17:40,11/9/2021 19:05,1947001200,1947006300
Zayne Christian,11/9/2021 15:18,11/9/2021 15:52,1946992680,1946994720
Kallie Weiss,11/9/2021 13:58,11/9/2021 16:22,1946987880,1946996520
Kenyon Cannon,11/9/2021 14:00,11/9/2021 17:16,1946988000,1946999760
Dalia Cooper,11/9/2021 14:02,11/9/2021 15:35,1946988120,1946993700
Veronica Lang,11/9/2021 13:53,11/9/2021 17:43,1946987580,1947001380
Mila Patel,11/9/2021 13:55,11/9/2021 19:03,1946987700,1947006180
Braylon Charles,11/9/2021 14:00,11/9/2021 16:44,1946988000,1946997840
Bianca Estrada,11/9/2021 13:52,11/9/2021 19:03,1946987520,1947006180
Teagan Garrison,11/9/2021 16:40,11/9/2021 16:41,1946997600,1946997660
Finley Graham,11/9/2021 15:23,11/9/2021 16:18,1946992980,1946996280
Valeria Moyer,11/9/2021 14:18,11/9/2021 14:19,1946989080,1946989140
Giovanni Green,11/9/2021 15:20,11/9/2021 15:29,1946992800,1946993340
Celia Nichols,11/9/2021 13:58,11/9/2021 19:05,1946987880,1947006300
German Leonard,11/9/2021 13:40,11/9/2021 13:58,1946986800,1946987880
Lyric Clarke,11/9/2021 14:02,11/9/2021 15:34,1946988120,1946993640
Lyric Clarke,11/9/2021 15:48,11/9/2021 15:53,1946994480,1946994780
Lyric Clarke,11/9/2021 16:00,11/9/2021 16:08,1946995200,1946995680
Lyric Clarke,11/9/2021 16:27,11/9/2021 16:28,1946996820,1946996880
Lyric Clarke,11/9/2021 17:16,11/9/2021 17:16,1946999760,1946999760
Taylor David,11/9/2021 17:20,11/9/2021 18:12,1947000000,1947003120
Payten Graham,11/9/2021 13:50,11/9/2021 19:09,1946987400,1947006540
Sean Blackburn,11/9/2021 15:52,11/9/2021 15:53,1946994720,1946994780
Sean Blackburn,11/9/2021 16:17,11/9/2021 17:07,1946996220,1946999220
Preston Robertson,11/9/2021 14:03,11/9/2021 17:05,1946988180,1946999100
Jada Snyder,11/9/2021 14:01,11/9/2021 15:04,1946988060,1946991840
Colton Knapp,11/9/2021 14:12,11/9/2021 14:32,1946988720,1946989920
Colton Knapp,11/9/2021 14:33,11/9/2021 14:36,1946989980,1946990160
Colton Knapp,11/9/2021 14:36,11/9/2021 15:02,1946990160,1946991720
Colton Knapp,11/9/2021 15:31,11/9/2021 15:32,1946993460,1946993520
Colton Knapp,11/9/2021 16:42,11/9/2021 18:13,1946997720,1947003180
Justus Gaines,11/9/2021 14:04,11/9/2021 19:09,1946988240,1947006540
Kayleigh Rodgers,11/9/2021 18:15,11/9/2021 19:09,1947003300,1947006540
Zachariah Mcclure,11/9/2021 13:48,11/9/2021 18:50,1946987280,1947005400
Ibrahim Norton,11/9/2021 13:31,11/9/2021 19:06,1946986260,1947006360
Nadia Ho,11/9/2021 14:00,11/9/2021 16:53,1946988000,1946998380
Kane Hatfield,11/9/2021 13:57,11/9/2021 19:04,1946987820,1947006240
Norah Reed,11/9/2021 14:05,11/9/2021 15:51,1946988300,1946994660
Alice Duarte,11/9/2021 13:58,11/9/2021 18:04,1946987880,1947002640
Braiden Nelson,11/9/2021 14:51,11/9/2021 17:17,1946991060,1946999820
German Higgins,11/9/2021 14:00,11/9/2021 15:33,1946988000,1946993580
Easton Perez,11/9/2021 13:41,11/9/2021 13:42,1946986860,1946986920
Easton Perez,11/9/2021 13:57,11/9/2021 14:35,1946987820,1946990100
Easton Perez,11/9/2021 14:37,11/9/2021 16:12,1946990220,1946995920
Easton Perez,11/9/2021 18:23,11/9/2021 19:04,1947003780,1947006240
Deangelo Cooke,11/9/2021 16:21,11/9/2021 19:04,1946996460,1947006240
Ava Preston,11/9/2021 13:58,11/9/2021 19:09,1946987880,1947006540
Efrain Jordan,11/9/2021 13:59,11/9/2021 16:17,1946987940,1946996220
Efrain Jordan,11/9/2021 14:00,11/9/2021 16:16,1946988000,1946996160
Hayden Hull,11/9/2021 14:01,11/9/2021 14:02,1946988060,1946988120
Hayden Hull,11/9/2021 14:02,11/9/2021 19:04,1946988120,1947006240
Julia Winters,11/9/2021 13:32,11/9/2021 17:59,1946986320,1947002340
Julia Winters,11/9/2021 13:33,11/9/2021 17:59,1946986380,1947002340
Trent Tate,11/9/2021 14:53,11/9/2021 15:59,1946991180,1946995140
Kristopher Horn,11/9/2021 13:56,11/9/2021 18:20,1946987760,1947003600
Matthias Prince,11/9/2021 13:50,11/9/2021 18:26,1946987400,1947003960
Samson Brock,11/9/2021 14:30,11/9/2021 17:17,1946989800,1946999820
Maggie Franco,11/9/2021 16:32,11/9/2021 16:45,1946997120,1946997900
Maggie Franco,11/9/2021 16:58,11/9/2021 19:09,1946998680,1947006540
Enzo Kidd,11/9/2021 13:57,11/9/2021 19:04,1946987820,1947006240
Aaliyah Price,11/9/2021 14:04,11/9/2021 14:08,1946988240,1946988480
Parker Mendez,11/9/2021 13:46,11/9/2021 15:11,1946987160,1946992260
Parker Mendez,11/9/2021 15:12,11/9/2021 17:19,1946992320,1946999940
Jaliyah Andrade,11/9/2021 13:51,11/9/2021 15:09,1946987460,1946992140
Jaliyah Andrade,11/9/2021 15:07,11/9/2021 19:05,1946992020,1947006300
Odin Gallagher,11/9/2021 13:59,11/9/2021 15:01,1946987940,1946991660
Odin Gallagher,11/9/2021 15:13,11/9/2021 16:08,1946992380,1946995680
Camila Blevins,11/9/2021 13:47,11/9/2021 15:31,1946987220,1946993460
Camila Blevins,11/9/2021 15:32,11/9/2021 18:52,1946993520,1947005520
Stanley Moreno,11/9/2021 13:57,11/9/2021 15:12,1946987820,1946992320
Stanley Moreno,11/9/2021 15:12,11/9/2021 19:03,1946992320,1947006180
Amani Spencer,11/9/2021 13:58,11/9/2021 19:04,1946987880,1947006240
Laney Hammond,11/9/2021 13:59,11/9/2021 14:41,1946987940,1946990460
Laney Hammond,11/9/2021 14:46,11/9/2021 19:04,1946990760,1947006240
Katherine Guzman,11/9/2021 14:13,11/9/2021 17:19,1946988780,1946999940
Katherine Guzman,11/9/2021 16:29,11/9/2021 17:53,1946996940,1947001980
Katherine Guzman,11/9/2021 17:47,11/9/2021 19:08,1947001620,1947006480
Scarlett Potter,11/9/2021 13:47,11/9/2021 14:58,1946987220,1946991480
Noelle Sosa,11/9/2021 13:51,11/9/2021 13:51,1946987460,1946987460
Ashly Ellison,11/9/2021 14:26,11/9/2021 15:02,1946989560,1946991720
Kamila Patel,11/9/2021 17:55,11/9/2021 18:35,1947002100,1947004500
Pierce Russell,11/9/2021 14:29,11/9/2021 17:18,1946989740,1946999880
Corinne Cherry,11/9/2021 14:05,11/9/2021 19:04,1946988300,1947006240
Damion Key,11/9/2021 14:00,11/9/2021 15:02,1946988000,1946991720
Elyse Riddle,11/9/2021 15:24,11/9/2021 16:08,1946993040,1946995680
Elyse Riddle,11/9/2021 16:22,11/9/2021 18:16,1946996520,1947003360
Cole Carey,11/9/2021 13:59,11/9/2021 17:17,1946987940,1946999820
Aniya Ramsey,11/9/2021 16:12,11/9/2021 17:00,1946995920,1946998800
Aniya Ramsey,11/9/2021 18:00,11/9/2021 19:03,1947002400,1947006180
Marissa Vargas,11/9/2021 15:52,11/9/2021 16:01,1946994720,1946995260
Marissa Vargas,11/9/2021 17:43,11/9/2021 19:04,1947001380,1947006240
Zaria Matthews,11/9/2021 14:04,11/9/2021 14:34,1946988240,1946990040
Jazmin Gentry,11/9/2021 14:26,11/9/2021 15:30,1946989560,1946993400
Jazmin Gentry,11/9/2021 16:35,11/9/2021 16:37,1946997300,1946997420
Carly Faulkner,11/9/2021 13:58,11/9/2021 14:15,1946987880,1946988900
Jake Sawyer,11/9/2021 14:08,11/9/2021 19:05,1946988480,1947006300
Kaleb Salinas,11/9/2021 16:22,11/9/2021 16:40,1946996520,1946997600
Makayla Yang,11/9/2021 14:00,11/9/2021 18:02,1946988000,1947002520
Makayla Yang,11/9/2021 18:02,11/9/2021 18:20,1947002520,1947003600
Trystan Rios,11/9/2021 13:53,11/9/2021 19:04,1946987580,1947006240
Dayana Mcpherson,11/9/2021 13:56,11/9/2021 17:02,1946987760,1946998920
Tristen Rocha,11/9/2021 14:00,11/9/2021 15:01,1946988000,1946991660
Walker Salazar,11/9/2021 13:58,11/9/2021 17:19,1946987880,1946999940
Alaina Miller,11/9/2021 16:03,11/9/2021 18:51,1946995380,1947005460
Regina Christian,11/9/2021 14:03,11/9/2021 17:17,1946988180,1946999820
Audrey Mcmillan,11/9/2021 13:46,11/9/2021 15:00,1946987160,1946991600
Audrey Mcmillan,11/9/2021 15:29,11/9/2021 18:30,1946993340,1947004200
Audrey Mcmillan,11/9/2021 18:43,11/9/2021 19:08,1947004980,1947006480
Rayne Ramos,11/9/2021 14:01,11/9/2021 14:29,1946988060,1946989740
Nathen Buck,11/9/2021 13:32,11/9/2021 14:16,1946986320,1946988960
Garrett Gibson,11/9/2021 13:54,11/9/2021 17:17,1946987640,1946999820
Aisha English,11/9/2021 14:00,11/9/2021 14:06,1946988000,1946988360
Aisha English,11/9/2021 14:06,11/9/2021 14:10,1946988360,1946988600
Aisha English,11/9/2021 14:10,11/9/2021 14:39,1946988600,1946990340
Aisha English,11/9/2021 14:39,11/9/2021 14:58,1946990340,1946991480
